n_gt,n_alerts,alert_TP,alert_P,node_cov,F1_alert,best_F1_alert,best_b,first_hit,top1_hit,n_alerted_nodes,covered_gt,node_prec,flat_topk_cov,flat_topk_prec,node_best_f1,F1_alert@1,F1_alert@2,F1_alert@3,F1_alert@5,F1_alert@10,F1_alert@20,group,variant,config,encoding,file,rec_tag,top_k,max_alerts,v4_scale,n_nodes_Gp,n_edges_Gp,runtime_s
46,20,2,0.1,0.2609,0.1446,0.3571,1,1,1,950,12,0.0126,0.1304,0.06,0.1818,0.3571,0.303,0.2632,0.2083,0.137,0.1446,A3,sort_p95,TeRed+RATE*,rate_ratio,bin.116,atfull,100,20,raw,275848,7440800,11.1
46,20,6,0.3,0.3913,0.3396,0.4235,13,1,1,2908,18,0.0062,0.1304,0.06,0.1579,0.3571,0.303,0.2632,0.3158,0.291,0.3396,A4,v4_drop_log_deg,TeRed+RATE*,rate_ratio,bin.116,atfull,100,20,raw,275848,7440800,log_deg,11.2
46,20,5,0.25,0.3261,0.283,0.4688,6,1,1,2609,15,0.0057,0.0,0.0,0.0459,0.2963,0.3571,0.4407,0.4409,0.3947,0.283,A4,v4_drop_out_in_ratio,TeRed+RATE*,rate_ratio,bin.116,atfull,100,20,raw,275848,7440800,out_in_ratio,11.2
46,20,6,0.3,0.413,0.3476,0.5625,5,1,1,2819,19,0.0067,0.1304,0.06,0.2143,0.3571,0.4407,0.5161,0.5625,0.439,0.3476,A4,v4_drop_self_loop,TeRed+RATE*,rate_ratio,bin.116,atfull,100,20,raw,275848,7440800,self_loop,11.4
35,20,7,0.35,0.6857,0.4634,0.6619,9,1,1,2572,24,0.0093,0.2857,0.1,0.2222,0.3721,0.5417,0.6538,0.5368,0.6273,0.4634,A1,base,TeRed+RATE*,rate_ratio,bin.117,atfull,100,20,raw,257690,8992677,19.6
35,20,5,0.25,0.5429,0.3423,0.5896,4,1,1,1641,19,0.0116,0.2857,0.1,0.2222,0.3721,0.3137,0.4528,0.5368,0.3709,0.3423,A1,legacy_agg,TeRed+RATE*,rate_ratio,bin.117,atfull,100,20,raw,257690,8992677,13.6
35,20,7,0.35,0.6857,0.4634,0.6619,9,1,1,2572,24,0.0093,0.2857,0.1,0.2222,0.3721,0.5417,0.6538,0.5368,0.6273,0.4634,A1,legacy_cmax,TeRed+RATE*,rate_ratio,bin.117,atfull,100,20,raw,257690,8992677,13.6
35,20,7,0.35,0.6857,0.4634,0.6619,9,1,1,2572,24,0.0093,0.2857,0.1,0.2222,0.3721,0.5417,0.6538,0.5368,0.6273,0.4634,A1,legacy_w1,TeRed+RATE*,rate_ratio,bin.117,atfull,100,20,raw,257690,8992677,13.6
35,20,2,0.1,0.0571,0.0727,0.0727,20,19,0,20,2,0.1,0.2857,0.1,0.2222,0.0,0.0,0.0,0.0,0.0,0.0727,A1,no_bfs,TeRed+RATE*,rate_ratio,bin.117,atfull,100,20,raw,257690,8992677,0.0
35,20,7,0.35,0.6857,0.4634,0.6619,9,1,1,2572,24,0.0093,0.2857,0.1,0.2222,0.3721,0.5417,0.6538,0.5368,0.6273,0.4634,A1,no_rank,TeRed+RATE*,rate_ratio,bin.117,atfull,100,20,raw,257690,8992677,13.7
